"MinTemp","MaxTemp","Rainfall","WindGustSpeed","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainTomorrow"
"23.3","41.5","0.0","56.0","9.0","17.0","22.0","7.0","1009.5","1005.9","0.0","2.0","30.4","41.5","0"
"21.3","35.4","0.0","44.0","15.0","20.0","29.0","12.0","1011.1","1008.3","6.0","6.0","22.8","34.0","0"
"18.8","30.4","0.0","43.0","17.0","20.0","34.0","19.0","1012.5","1010.1","0.0","0.0","21.5","29.1","0"
"15.2","29.5","0.0","41.0","17.0","22.0","33.0","16.0","1012.5","1009.2","0.0","0.0","17.5","26.3","0"
"14.6","33.0","0.0","35.0","9.0","19.0","43.0","20.0","1009.7","1006.8","0.0","0.0","21.0","31.7","0"
"20.3","35.7","0.0","43.0","9.0","15.0","25.0","13.0","1010.8","1009.7","0.0","1.0","28.2","33.7","0"
"21.8","37.1","0.0","44.0","17.0","15.0","24.0","11.0","1015.4","1014.1","1.0","3.0","27.7","35.9","0"
"23.1","38.1","0.0","46.0","20.0","15.0","52.0","19.0","1019.7","1017.3","0.0","4.0","26.8","34.8","0"
"25.2","38.2","0.0","35.0","20.0","13.0","40.0","16.0","1021.1","1017.7","2.0","5.0","28.5","37.5","0"
"23.8","39.4","0.0","33.0","19.0","20.0","25.0","12.0","1016.9","1013.8","1.0","1.0","28.8","38.2","0"
"24.3","39.5","0.0","46.0","17.0","15.0","21.0","10.0","1013.3","1010.3","0.0","0.0","30.1","38.3","0"
"23.7","41.5","0.0","37.0","17.0","15.0","24.0","11.0","1012.0","1009.7","1.0","1.0","30.1","40.0","0"
"27.5","36.7","0.0","35.0","19.0","15.0","35.0","18.0","1014.3","1012.4","1.0","1.0","28.0","35.6","0"
"20.8","35.6","0.0","31.0","17.0","13.0","26.0","14.0","1015.6","1013.0","1.0","1.0","24.2","33.8","0"
"20.6","36.2","0.0","28.0","15.0","17.0","53.0","18.0","1015.5","1012.7","0.0","2.0","24.8","34.6","0"
"22.6","36.8","0.0","37.0","20.0","7.0","38.0","15.0","1016.2","1013.7","0.0","2.0","26.5","35.9","0"
"17.9","36.2","0.0","48.0","19.0","24.0","43.575268817204304","26.616216216216216","1006.7","1004.4","0.0","0.0","28.1","35.2","0"
"20.0","36.0","0.0","33.0","9.0","20.0","43.575268817204304","26.616216216216216","1009.0","1009.6","8.0","4.0","28.0","33.6","0"
"20.0","40.0","0.0","41.0","22.0","19.0","43.575268817204304","26.616216216216216","1010.8","1008.8","0.0","0.0","31.5","38.1","0"
"26.9","42.2","0.0","57.0","17.0","19.0","43.575268817204304","26.616216216216216","1011.3","1006.8","8.0","8.0","31.4","39.7","0"
"26.7","39.3","0.0","78.0","2.0","19.0","43.575268817204304","26.616216216216216","1009.1","1007.2","8.0","8.0","30.4","36.9","0"
"20.1","24.5","0.8","35.0","17.0","17.0","43.575268817204304","26.616216216216216","1013.3","1012.3","7.0","8.0","22.3","20.8","1"
"14.0","32.0","5.4","41.0","9.0","11.0","43.575268817204304","26.616216216216216","1015.4","1011.8","0.0","0.0","20.4","29.8","0"
"18.0","37.0","0.2","87.0","22.0","24.0","43.575268817204304","26.616216216216216","1005.5","1000.1","0.0","0.0","27.8","35.2","1"
"11.0","23.0","9.4","41.0","22.0","15.0","43.575268817204304","26.616216216216216","1015.6","1015.2","0.0","0.0","14.9","21.8","0"
"11.0","28.0","0.0","28.0","20.0","15.0","43.575268817204304","26.616216216216216","1020.5","1017.5","0.0","0.0","19.3","27.2","0"
"15.0","33.0","0.0","33.0","20.0","13.0","43.575268817204304","26.616216216216216","1018.8","1016.2","0.0","0.0","23.8","31.3","0"
"18.0","37.0","0.0","35.0","17.0","17.0","43.575268817204304","26.616216216216216","1017.5","1014.9","0.0","2.0","28.4","36.3","0"
"21.0","37.0","0.0","41.0","22.0","20.0","43.575268817204304","26.616216216216216","1015.7","1011.6","0.0","1.0","30.5","35.6","0"
"23.0","35.0","0.0","50.0","19.0","26.0","43.575268817204304","26.616216216216216","1010.3","1008.9","4.0","7.0","30.8","30.5","1"
"20.0","27.0","2.6","37.0","6.0","19.0","43.575268817204304","26.616216216216216","1011.2","1009.4","8.0","8.0","22.0","23.1","1"
"19.0","29.0","7.2","39.0","13.0","26.0","43.575268817204304","26.616216216216216","1008.3","1006.4","8.0","6.0","22.1","27.1","0"
"17.0","33.0","0.0","39.0","13.0","19.0","43.575268817204304","26.616216216216216","1010.2","1008.8","0.0","0.0","25.8","31.7","0"
"16.0","28.0","0.0","33.0","15.0","17.0","43.575268817204304","26.616216216216216","1017.1","1015.5","0.0","0.0","19.3","26.7","0"
"14.0","33.0","0.0","39.0","24.0","17.0","43.575268817204304","26.616216216216216","1014.9","1010.6","0.0","0.0","21.8","33.2","0"
"19.0","38.0","0.0","43.0","11.0","22.0","43.575268817204304","26.616216216216216","1008.8","1006.8","0.0","0.0","28.8","36.0","0"
"19.0","33.0","0.6","35.0","15.0","15.0","43.575268817204304","26.616216216216216","1013.8","1012.1","1.0","0.0","23.5","31.1","0"
"16.0","34.0","0.0","35.0","15.0","19.0","43.575268817204304","26.616216216216216","1014.1","1011.2","0.0","0.0","25.2","33.8","0"
"20.0","37.0","0.0","31.0","22.0","13.0","43.575268817204304","26.616216216216216","1012.6","1009.1","0.0","0.0","27.8","36.3","0"
"25.0","36.0","0.0","44.0","20.0","9.0","43.575268817204304","26.616216216216216","1012.3","1009.4","2.0","2.0","27.3","34.5","1"
"18.4","36.0","1.8","39.0","9.0","13.0","43.575268817204304","26.616216216216216","1011.5","1009.6","0.0","2.0","25.4","35.0","0"
"23.1","36.8","0.2","46.0","28.0","17.0","43.575268817204304","26.616216216216216","1011.0","1008.2","0.0","2.0","28.2","36.1","0"
"25.3","37.5","0.0","48.0","26.0","24.0","43.575268817204304","26.616216216216216","1010.5","1007.2","0.0","2.0","30.3","35.5","0"
"26.3","39.4","0.0","52.0","28.0","26.0","43.575268817204304","26.616216216216216","1008.1","1005.3","0.0","0.0","29.1","37.7","0"
"27.2","40.1","0.0","43.0","24.0","20.0","43.575268817204304","26.616216216216216","1006.4","1003.6","0.0","8.0","33.5","37.3","0"
"27.5","36.8","0.0","57.0","11.0","17.0","43.575268817204304","26.616216216216216","1003.2","1001.4","8.0","7.0","29.4","32.6","1"
"24.0","37.0","2.6","41.0","9.0","11.0","43.575268817204304","26.616216216216216","1004.6","1002.1","5.0","7.0","27.9","36.0","0"
"25.6","29.5","0.6","31.0","11.0","13.0","43.575268817204304","26.616216216216216","1004.6","1004.9","8.0","7.0","26.3","28.7","0"
"20.0","32.0","0.0","41.0","20.0","20.0","43.575268817204304","26.616216216216216","1010.3","1009.3","0.0","0.0","23.1","30.2","0"
"18.8","35.5","0.0","43.0","24.0","17.0","43.575268817204304","26.616216216216216","1012.9","1010.3","0.0","0.0","25.4","34.6","0"
"21.0","35.3","0.0","41.0","31.0","11.0","43.575268817204304","26.616216216216216","1013.6","1011.5","0.0","0.0","24.1","33.4","0"
"21.2","36.2","0.0","33.0","19.0","15.0","43.575268817204304","26.616216216216216","1013.4","1009.5","0.0","3.0","26.7","33.3","0"
"23.9","37.1","0.0","83.0","28.0","19.0","43.575268817204304","26.616216216216216","1011.7","1009.0","0.0","0.0","27.0","35.6","1"
"21.0","36.9","5.0","46.0","30.0","11.0","43.575268817204304","26.616216216216216","1012.6","1008.2","0.0","7.0","26.7","35.1","0"
"23.8","39.2","0.0","35.0","20.0","7.0","43.575268817204304","26.616216216216216","1010.0","1007.2","0.0","1.0","30.1","37.8","0"
"25.5","40.8","0.0","43.0","17.0","13.0","43.575268817204304","26.616216216216216","1010.3","1006.9","0.0","2.0","33.4","38.6","0"
"26.0","41.1","0.2","41.92093023255814","4.0","11.0","39.0","16.0","1009.9","1006.6","0.0","8.0","31.0","39.6","0"
"28.7","39.5","0.0","37.0","9.0","17.0","43.0","24.0","1007.7","1006.0","8.0","8.0","31.7","36.7","0"
"24.6","40.1","0.0","41.0","17.0","20.0","23.0","16.0","1008.9","1005.7","7.0","1.0","29.8","38.7","0"
"28.8","45.7","0.0","57.0","22.0","30.0","21.0","10.0","1003.7","1000.7","0.0","2.0","36.8","44.0","0"
"20.6","32.8","0.0","43.0","22.0","24.0","67.0","16.0","1008.4","1008.0","8.0","0.0","21.7","31.4","0"
"16.5","35.2","0.0","37.0","19.0","19.0","36.0","12.0","1013.3","1010.9","0.0","0.0","22.8","33.7","0"
"20.8","39.7","0.0","33.0","20.0","13.0","45.0","21.0","1012.3","1008.9","0.0","1.0","27.6","37.8","0"
"27.1","43.4","0.0","54.0","24.0","13.0","35.0","18.0","1011.2","1007.8","0.0","3.0","34.9","39.7","0"
"29.7","40.7","0.0","46.0","22.0","19.0","40.0","23.0","1009.1","1007.0","8.0","8.0","34.1","38.6","0"
"24.8","41.2","0.0","28.0","17.0","11.0","26.0","18.0","1008.6","1004.6","0.0","3.0","29.8","38.1","1"
"23.3","31.9","9.4","57.0","13.0","24.0","96.0","59.0","1003.0","999.7","5.0","8.0","23.5","30.1","1"
"15.7","32.0","8.0","28.0","13.0","13.0","60.0","20.0","1009.8","1008.7","0.0","0.0","19.1","29.6","0"
"19.1","37.7","0.0","43.0","22.0","9.0","53.0","19.0","1011.6","1009.1","0.0","0.0","24.8","34.8","0"
"23.8","34.6","0.0","41.92093023255814","17.0","9.0","25.0","28.0","1014.7","1012.1","8.0","0.0","23.9","31.5","0"
"20.2","37.4","0.0","28.0","13.0","7.0","54.0","15.0","1012.9","1010.6","0.0","0.0","25.6","36.3","0"
"24.4","41.0","0.0","41.92093023255814","20.0","11.0","47.0","18.0","1012.8","1009.7","0.0","0.0","30.0","39.7","0"
"25.9","41.9","0.0","74.0","19.0","13.0","41.0","19.0","1013.5","1010.2","0.0","0.0","32.0","40.8","1"
"23.2","41.4","9.4","52.0","20.0","20.0","39.0","18.0","1011.6","1008.6","0.0","0.0","31.5","39.9","0"
"27.7","42.5","0.0","44.0","15.0","28.0","32.0","14.0","1010.2","1007.6","8.0","1.0","32.3","41.2","0"
"27.4","42.5","0.0","46.0","11.0","24.0","38.0","16.0","1011.1","1007.7","8.0","3.0","29.3","42.0","0"
"23.3","33.1","0.0","31.0","19.0","13.0","31.0","19.0","1013.3","1011.7","0.0","0.0","26.2","32.3","0"
"21.1","35.5","0.0","28.0","15.0","11.0","28.0","12.0","1013.8","1011.2","0.0","0.0","24.6","34.5","0"
"23.2","42.1","0.0","65.0","13.0","9.0","18.0","16.0","1011.5","1008.1","4.0","0.0","30.1","40.6","1"
"27.1","42.8","3.0","46.0","24.0","20.0","38.0","15.0","1009.6","1005.9","0.0","1.0","31.8","41.6","0"
"24.4","42.3","0.0","50.0","15.0","22.0","27.0","15.0","1008.7","1006.3","0.0","2.0","32.1","41.0","0"
"27.1","40.9","0.0","43.0","20.0","13.0","45.0","21.0","1011.8","1010.4","0.0","0.0","29.8","40.0","0"
"25.9","39.8","0.0","41.0","30.0","15.0","52.0","27.0","1015.2","1012.3","0.0","0.0","27.7","37.9","0"
"26.8","40.4","0.0","41.0","20.0","9.0","42.0","20.0","1014.8","1010.8","0.0","0.0","30.3","38.1","0"
"25.6","43.1","0.0","31.0","20.0","11.0","26.0","13.0","1011.8","1008.5","0.0","0.0","33.1","42.1","0"
"29.4","46.6","0.0","48.0","19.0","19.0","18.0","8.0","1008.6","1005.0","0.0","0.0","36.3","45.2","0"
"27.5","38.5","0.0","59.0","19.0","30.0","32.0","24.0","1002.9","1003.0","0.0","0.0","31.7","35.5","0"
"14.0","29.4","0.0","39.0","20.0","20.0","39.0","18.0","1011.5","1010.0","0.0","0.0","18.2","26.4","0"
"16.5","32.1","0.0","35.0","17.0","15.0","43.0","12.0","1014.5","1011.9","0.0","0.0","20.3","30.3","0"
"16.6","35.1","0.0","31.0","19.0","9.0","49.0","12.0","1012.2","1009.2","0.0","0.0","23.0","33.4","0"
"21.3","38.6","0.0","46.0","17.0","9.0","18.0","9.0","1010.0","1007.7","6.0","7.0","28.3","36.8","0"
"20.6","40.8","0.0","41.0","6.0","15.0","14.0","5.0","1007.9","1006.2","0.0","0.0","29.9","39.7","0"
"22.3","30.4","0.0","43.0","20.0","26.0","35.0","25.0","1008.1","1007.0","2.0","0.0","22.9","28.9","0"
"11.9","25.6","0.0","43.0","13.0","19.0","34.0","20.0","1012.0","1009.9","0.0","0.0","17.3","23.5","0"
"11.8","26.9","0.0","37.0","15.0","20.0","47.0","20.0","1014.5","1012.7","0.0","0.0","16.7","25.4","0"
"12.8","31.7","0.0","28.0","17.0","9.0","26.0","12.0","1018.6","1015.4","0.0","0.0","20.2","29.7","0"
"18.1","37.1","0.0","35.0","20.0","17.0","14.0","9.0","1016.4","1013.2","0.0","0.0","25.8","35.0","0"
"23.6","39.4","0.0","39.0","22.0","17.0","36.0","13.0","1015.5","1014.1","0.0","1.0","28.8","36.7","0"
"20.9","37.5","0.0","33.0","19.0","11.0","31.0","16.0","1018.1","1015.1","0.0","0.0","25.4","35.9","0"
"17.7","35.6","0.0","35.0","11.0","17.0","33.0","9.0","1016.2","1012.8","0.0","0.0","21.4","34.5","0"
"20.6","34.6","0.0","46.0","22.0","20.0","56.0","28.0","1014.9","1012.7","0.0","1.0","24.1","33.4","0"
"20.1","33.1","0.0","39.0","22.0","7.0","48.0","21.0","1019.1","1016.1","0.0","0.0","22.8","32.0","0"
"20.1","33.2","0.0","37.0","17.0","13.0","46.0","21.0","1019.2","1015.9","0.0","0.0","23.3","31.6","0"
"16.9","32.8","0.0","30.0","2.0","11.0","33.0","14.0","1011.4","1010.1","6.0","3.0","20.4","30.4","0"
"20.0","31.1","0.0","30.0","7.0","6.0","31.0","31.0","1013.4","1012.7","7.0","6.0","23.1","29.3","0"
"23.0","38.9","0.0","65.0","19.0","28.0","28.0","20.0","1012.8","1008.6","7.0","1.0","25.0","37.5","0"
"18.6","24.5","0.0","54.0","22.0","24.0","46.0","21.0","1016.0","1015.6","8.0","1.0","18.6","22.9","0"
"14.1","24.6","0.0","46.0","20.0","17.0","50.0","29.0","1016.9","1014.2","1.0","0.0","15.1","22.5","0"
"11.9","26.4","0.0","41.0","11.0","9.0","52.0","28.0","1014.8","1012.0","0.0","0.0","16.7","24.9","0"
"13.1","29.6","0.0","26.0","11.0","7.0","42.0","18.0","1014.6","1012.4","0.0","0.0","18.7","27.8","0"
"16.5","33.2","0.0","46.0","15.0","11.0","29.0","13.0","1014.2","1012.0","0.0","0.0","22.6","31.8","0"
"21.1","33.4","0.0","41.0","24.0","9.0","52.0","29.0","1015.8","1013.2","3.0","6.0","22.5","31.3","0"
"21.6","31.1","0.0","61.0","30.0","11.0","49.0","34.0","1014.9","1013.7","7.0","7.0","24.2","28.5","0"
"19.5","31.4","0.0","46.0","26.0","19.0","54.0","34.0","1016.9","1014.4","1.0","1.0","21.8","30.2","0"
"21.6","32.2","0.0","48.0","28.0","20.0","54.0","35.0","1016.2","1013.2","6.0","5.0","23.9","31.2","1"
"18.5","29.6","9.2","39.0","13.0","6.0","86.0","43.0","1016.1","1013.3","5.0","6.0","20.0","28.8","1"
"19.1","34.2","1.2","37.0","13.73266078184111","11.0","57.78993710691824","30.0","1019.307858048162","1009.0","0.0","3.0","17.798366834170857","33.0","0"
"16.0","24.3","0.0","39.0","17.0","13.0","47.0","25.0","1014.5","1012.2","1.0","0.0","17.1","23.3","0"
"9.2","24.4","0.0","41.0","9.0","15.0","43.0","34.0","1015.1","1012.6","0.0","3.0","16.0","23.2","0"
"12.1","25.8","0.0","30.0","11.0","9.0","58.0","25.0","1015.6","1013.6","0.0","0.0","15.9","24.4","0"
"13.9","29.5","0.0","28.0","11.0","9.0","41.0","23.0","1015.8","1012.9","0.0","0.0","20.2","27.7","0"
"15.3","32.3","0.0","24.0","4.0","9.0","39.0","16.0","1014.7","1012.7","5.0","1.0","21.3","30.8","0"
"17.6","33.9","0.0","39.0","7.0","6.0","29.0","9.0","1014.5","1011.9","0.0","1.0","23.8","32.7","0"
"19.1","34.2","0.0","28.0","13.0","7.0","40.0","14.0","1014.7","1011.9","1.0","3.0","22.8","32.6","0"
"20.9","34.3","0.0","28.0","13.0","13.0","46.0","19.0","1014.4","1011.9","7.0","1.0","21.9","32.8","0"
"21.3","35.9","0.0","35.0","9.0","15.0","35.0","17.0","1014.5","1012.5","2.0","1.0","24.8","34.7","0"
"19.2","37.0","0.0","43.0","15.0","20.0","30.0","12.0","1014.9","1013.7","1.0","1.0","25.1","35.6","0"
"23.5","36.5","0.0","44.0","19.0","20.0","29.0","14.0","1017.3","1016.0","2.0","5.0","25.7","35.6","0"
"21.9","36.4","0.0","37.0","13.0","9.0","31.0","13.0","1019.2","1016.8","5.0","4.0","25.2","36.3","0"
"20.8","31.2","0.2","33.0","13.0","11.0","46.0","18.0","1021.3","1019.3","3.0","1.0","22.5","30.8","0"
"15.9","31.0","0.0","37.0","20.0","6.0","52.0","23.0","1021.2","1018.9","0.0","1.0","20.6","29.8","0"
"16.6","31.6","0.0","26.0","13.0","7.0","40.0","18.0","1020.3","1017.3","5.0","6.0","20.6","30.2","0"
"17.3","31.0","0.0","33.0","17.0","9.0","43.0","24.0","1019.5","1016.3","3.0","1.0","20.4","29.4","0"
"17.5","30.0","0.0","33.712833545108005","15.0","20.0","49.0","29.0","1018.4","1015.0","1.0","2.0","20.5","29.0","0"
"18.0","30.6","0.0","44.0","15.0","19.0","55.0","36.0","1016.3","1014.1","1.0","6.0","20.4","28.8","0"
"19.7","31.8","0.0","37.0","19.0","20.0","67.0","40.0","1017.9","1015.1","0.0","6.0","21.9","29.4","0"
"21.0","32.8","0.0","31.0","19.0","9.0","60.0","36.0","1018.0","1014.8","2.0","6.0","23.6","30.9","0"
"15.6","24.3","0.2","43.0","17.0","11.0","51.0","30.0","1020.2","1018.0","0.0","0.0","16.3","23.6","0"
"9.9","24.6","0.0","31.0","11.0","15.0","40.0","17.0","1019.8","1016.3","0.0","0.0","16.9","24.0","0"
"10.7","23.3","0.0","43.0","17.0","15.0","53.0","23.0","1021.2","1018.6","0.0","0.0","16.4","22.2","0"
"9.4","25.6","0.0","31.0","13.0","13.0","44.0","26.0","1023.6","1020.0","0.0","0.0","13.8","24.6","0"
"13.5","28.4","0.0","35.0","24.0","11.0","57.0","32.0","1023.0","1019.8","1.0","3.0","19.9","28.1","0"
"17.1","28.7","0.0","43.0","15.0","15.0","45.0","32.0","1021.2","1016.9","7.0","7.0","20.1","26.7","1"
"16.5","20.6","14.4","30.0","7.0","9.0","97.0","76.0","1021.3","1019.3","7.0","7.0","16.9","19.9","1"
"16.0","24.4","2.4","31.0","4.0","15.0","94.0","63.0","1023.1","1020.2","7.0","5.0","17.6","24.0","1"
"16.8","23.9","5.4","20.0","4.0","7.0","89.0","68.0","1022.9","1020.2","7.0","5.0","18.5","22.9","0"
"16.2","23.9","0.0","24.0","6.0","9.0","92.0","71.0","1020.6","1016.4","7.0","7.0","18.9","22.1","0"
"15.1","24.1","0.4","19.0","13.73266078184111","4.0","94.0","61.0","1016.4","1013.6","7.0","6.0","16.5","23.8","0"
"14.5","28.4","0.0","39.0","15.0","22.0","56.0","23.0","1014.6","1012.0","0.0","1.0","22.0","27.4","0"
"14.9","29.4","0.0","33.0","13.0","15.0","52.0","22.0","1015.1","1011.2","5.0","2.0","17.3","28.8","0"
"11.7","23.8","0.0","28.0","11.0","13.0","38.0","27.0","1017.7","1015.7","0.0","0.0","17.2","23.5","0"
"11.2","23.8","0.0","35.0","7.0","15.0","50.0","29.0","1020.9","1018.2","0.0","0.0","17.9","23.1","0"
"11.4","25.6","0.0","26.0","7.0","9.0","46.0","25.0","1020.3","1016.3","0.0","0.0","18.9","24.7","0"
"13.3","24.1","0.0","31.0","13.0","15.0","52.0","23.0","1019.6","1016.1","0.0","1.0","18.0","23.5","0"
"11.9","24.0","0.0","35.0","19.0","13.0","52.0","33.0","1021.0","1016.8","1.0","1.0","17.2","23.4","0"
"12.3","24.6","0.0","31.0","15.0","15.0","58.0","30.0","1021.8","1018.0","4.0","1.0","17.9","23.7","0"
"12.0","25.9","0.0","33.0","20.0","9.0","57.0","28.0","1018.5","1013.7","0.0","4.0","17.5","25.3","0"
"16.7","24.6","0.0","57.0","6.0","24.0","51.0","36.0","1009.2","1003.6","8.0","6.0","18.5","23.9","0"
"12.7","23.4","0.6","46.0","13.0","24.0","64.0","36.0","1010.3","1006.0","1.0","5.0","17.1","21.9","0"
"11.2","18.4","1.0","63.0","22.0","19.0","54.0","37.0","1011.1","1010.7","1.0","6.0","13.1","16.5","0"
"5.7","19.7","0.0","52.0","9.0","17.0","58.0","34.0","1017.7","1015.2","0.0","1.0","12.6","18.8","0"
"12.4","19.9","1.0","35.0","17.0","19.0","78.0","41.0","1020.7","1018.6","7.0","3.0","14.7","18.6","0"
"6.2","17.0","0.0","33.0","4.0","11.0","57.0","34.0","1021.6","1018.9","7.0","2.0","11.4","16.4","0"
"3.7","17.0","0.0","33.712833545108005","9.0","11.0","54.0","32.0","1022.9","1020.1","0.0","0.0","9.8","16.8","0"
"6.2","19.3","0.0","17.0","7.0","2.0","49.0","31.0","1024.9","1021.6","6.0","6.0","14.0","19.1","0"
"6.6","20.6","0.0","28.0","7.0","15.0","39.0","29.0","1025.6","1022.5","0.0","1.0","15.2","19.8","0"
"7.5","22.8","0.0","30.0","9.0","17.0","54.0","22.0","1026.0","1023.5","0.0","1.0","14.8","21.9","0"
"8.5","23.3","0.0","22.0","11.0","9.0","55.0","25.0","1028.3","1025.8","0.0","1.0","15.6","23.2","0"
"9.7","23.1","0.0","22.0","7.0","13.0","41.0","18.0","1029.7","1025.9","1.0","2.0","16.4","22.6","0"
"5.9","23.9","0.0","20.0","9.0","9.0","45.0","25.0","1027.4","1023.0","1.0","3.0","16.2","22.5","0"
"7.9","23.5","0.0","26.0","9.0","9.0","45.0","25.0","1025.5","1022.7","1.0","1.0","14.8","22.6","0"
"7.5","21.7","0.0","24.0","9.0","13.0","65.0","27.0","1027.7","1024.3","0.0","0.0","12.6","21.0","0"
"6.2","22.2","0.0","24.0","4.0","11.0","55.0","27.0","1025.1","1020.7","0.0","0.0","12.9","21.5","0"
"7.7","23.2","0.0","22.0","6.0","9.0","45.0","25.0","1022.2","1019.1","0.0","0.0","15.2","22.7","0"
"10.4","23.4","0.0","30.0","17.0","9.0","52.0","27.0","1022.6","1019.2","0.0","4.0","15.1","23.1","0"
"9.7","23.2","0.0","24.0","13.0","9.0","42.0","29.0","1021.5","1018.0","0.0","4.0","16.3","21.6","0"
"9.0","21.2","0.0","33.0","2.0","20.0","45.0","30.0","1019.1","1016.4","1.0","4.0","15.6","19.7","0"
"5.4","20.4","0.0","31.0","6.0","15.0","51.0","35.0","1019.4","1016.6","0.0","3.0","13.4","19.2","0"
"7.5","21.2","0.0","37.0","9.0","19.0","50.0","32.0","1019.6","1016.6","1.0","1.0","15.3","20.2","0"
"8.8","20.6","0.0","39.0","17.0","17.0","56.0","46.0","1018.1","1016.4","2.0","6.0","15.5","19.9","0"
"7.8","19.4","0.0","31.0","7.0","17.0","64.0","35.0","1022.3","1018.5","7.0","6.0","12.3","18.5","0"
"6.9","21.0","0.0","33.712833545108005","11.0","15.0","53.0","32.0","1020.3","1017.3","5.0","7.0","12.7","19.2","1"
"12.8","14.7","7.6","41.0","20.0","17.0","96.0","91.0","1018.7","1015.6","8.0","8.0","13.9","13.7","1"
"12.5","15.6","17.6","52.0","20.0","26.0","96.0","91.0","1016.1","1014.9","8.0","8.0","13.1","13.2","1"
"12.7","20.0","7.8","52.0","22.0","28.0","64.0","49.0","1018.2","1016.2","7.0","5.0","15.4","19.5","0"
"10.9","20.8","0.2","46.0","11.0","20.0","64.0","49.0","1018.5","1015.4","1.0","3.0","14.8","20.4","0"
"12.6","22.9","0.0","44.0","24.0","19.0","68.0","50.0","1017.5","1015.7","2.0","4.0","16.8","22.4","0"
"13.2","22.9","0.0","44.0","24.0","19.0","66.0","49.0","1021.2","1019.0","2.0","2.0","16.9","22.6","0"
"13.5","21.5","0.0","44.0","24.0","17.0","67.0","50.0","1022.6","1019.1","6.0","5.0","15.4","20.8","0"
"13.0","21.3","1.0","26.0","13.0","2.0","87.0","63.0","1020.8","1018.5","7.0","7.0","13.9","19.9","1"
"12.6","16.3","3.6","20.0","7.0","7.0","96.0","76.0","1021.5","1018.8","8.0","7.0","12.7","16.1","0"
"7.2","15.9","0.0","24.0","6.0","13.0","74.0","44.0","1023.1","1020.5","3.0","2.0","10.7","15.6","0"
"2.4","15.6","0.0","28.0","6.0","11.0","82.0","45.0","1023.7","1021.8","2.0","4.0","7.8","15.3","0"
"6.8","17.7","0.0","37.0","17.0","15.0","74.0","52.0","1025.6","1023.6","0.0","4.0","11.7","16.9","0"
"10.7","15.6","0.0","43.0","19.0","13.0","76.0","63.0","1027.7","1025.2","8.0","8.0","11.6","14.8","1"
"19.4","27.4","0.0","48.0","15.0","9.0","51.0","48.0","1013.4","1010.6","8.0","8.0","19.5","25.9","0"
"17.9","26.8","0.0","50.0","26.0","20.0","58.0","30.0","1012.3","1010.6","7.0","6.0","18.5","26.2","0"
"15.8","30.4","0.0","39.0","22.0","20.0","59.0","30.0","1013.7","1010.5","1.0","5.0","19.0","29.4","1"
"18.4","22.5","2.6","43.0","20.0","24.0","86.0","88.0","1009.8","1007.2","8.0","8.0","18.9","20.8","1"
"18.0","27.9","12.8","33.0","19.0","17.0","86.0","66.0","1005.6","1004.4","7.0","7.0","22.0","26.3","1"
"20.7","30.5","2.4","22.0","2.0","9.0","93.0","52.0","1010.2","1008.5","7.0","3.0","22.4","29.6","0"
"19.1","29.4","0.6","41.0","19.0","22.0","92.0","70.0","1009.1","1005.7","7.0","7.0","22.7","27.0","0"
"15.1","26.7","0.0","44.0","15.0","22.0","55.0","27.0","1011.5","1011.6","1.0","1.0","19.6","25.8","0"
"14.0","26.6","0.0","35.0","13.0","13.0","62.0","41.0","1017.7","1016.8","0.0","5.0","18.9","24.7","0"
"12.8","23.2","0.0","33.0","11.0","17.0","64.0","31.0","1023.4","1022.4","0.0","1.0","16.0","21.5","0"
"11.0","27.7","0.0","41.0","13.0","17.0","61.0","41.0","1025.9","1024.6","1.0","5.0","16.6","26.9","0"
"16.1","28.0","0.0","46.0","20.0","11.0","59.0","33.0","1030.5","1028.0","6.0","3.0","17.6","26.7","0"
"16.3","28.0","0.0","43.0","20.0","9.0","60.0","37.0","1030.3","1027.2","1.0","6.0","19.0","25.8","0"
"15.8","28.5","0.0","35.0","20.0","7.0","68.0","39.0","1026.9","1022.9","6.0","5.0","18.1","26.2","0"
"17.3","29.6","0.0","26.0","17.0","6.0","63.0","35.0","1023.4","1020.3","6.0","5.0","20.2","27.3","0"
"16.5","30.9","0.0","28.0","7.0","6.0","48.0","25.0","1021.8","1019.1","1.0","5.0","23.0","30.3","0"
"17.7","30.9","0.0","30.0","17.0","13.0","50.0","21.0","1023.4","1021.5","1.0","1.0","21.6","30.0","0"
"16.8","33.2","0.0","26.0","9.0","13.0","32.0","18.0","1024.0","1021.0","0.0","1.0","22.8","31.8","0"
"18.8","32.6","0.0","30.0","11.0","6.0","49.0","26.0","1021.4","1019.2","1.0","2.0","23.2","31.0","0"
"18.8","34.0","0.0","24.0","6.0","7.0","43.0","20.0","1021.2","1018.5","0.0","1.0","25.1","33.7","0"
"18.9","34.2","0.0","33.0","7.0","13.0","40.0","20.0","1019.7","1017.1","6.0","4.0","25.2","33.1","0"
"18.5","30.3","0.0","28.0","13.0","13.0","43.0","18.0","1019.8","1017.5","1.0","1.0","21.8","28.8","0"
"12.8","30.3","0.0","30.0","9.0","13.0","44.0","13.0","1020.7","1018.9","0.0","0.0","17.5","29.5","0"
