"Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainTomorrow"
"2011-01-20","Cobar","17.4","37.1","0","10","11.4","E",28,"E","S",15,13,46,17,"1008.2","1006",0,1,"25.8","34.3","No"
"2011-01-21","Cobar","23.3","36","0","11.6","9.5","SE",54,"NE","NE",22,11,53,25,"1010.8","1008.6",2,5,"26.6","35.1","Yes"
"2011-01-22","Cobar","19.6","36.8","5","8.8","12.6","ESE",50,"NE","W",17,6,54,21,"1012.4","1010.1",1,3,"26.1","35.9","Yes"
"2011-01-23","Cobar","20.6","37.3","1.2","8.8","10.6","ESE",41,"NE","W",15,13,54,27,"1009.6","1006.3",2,3,"26.1","35","No"
"2011-01-24","Cobar","24","40.3","0","11.2","8.2","WSW",52,"NNW","W",19,28,34,17,"1003.7","1001.3",6,7,"29.7","39.8","No"
"2011-01-25","Cobar","21.6","40.6","0","14","11.4","SW",31,"E","W",7,9,27,14,"1008.1","1006.2",1,1,"28.7","39.2","No"
"2011-01-26","Cobar","25.7","44.3","0","12","11.2","WNW",39,"N","W",17,22,21,14,"1009.9","1008.9",1,5,"35.7","43.2","No"
"2011-01-27","Cobar","26.1","42","0","15","12.5","SSW",46,"SE","NNE",11,9,35,32,"1013.7","1015.6",1,0,"31.5","30.1","No"
"2011-01-28","Cobar","21.8","36.8","0","10","10.3","SSW",37,"SSE","S",9,17,27,8,"1015.9","1013.5",1,1,"26.6","35.9","No"
"2011-01-29","Cobar","21.2","36.2","0","6.6","11.2","E",41,"E","ESE",24,6,50,23,"1016.1","1014.1",1,1,"24.3","34.4","No"
"2011-01-30","Cobar","22.2","37.6","0","3.6","8.5","NE",41,"NNE","ESE",24,6,44,20,"1017.9","1014.7",4,2,"27","35.4","No"
"2011-01-31","Cobar","22.1","39.1","0","64.8","12.4","N",37,"NNE","NNW",9,13,32,17,"1015.6","1011.6",0,1,"30.1","36.9","No"
"2011-02-01","Cobar","24.3","39.8","0","15","11.2","ESE",50,"N","NNW",20,15,43,28,"1011.1","1007.7",0,7,"31","37.6","Yes"
"2011-02-02","Cobar","22.8","29.8","10.6","8.2","0","NNW",43,"NE","NE",15,24,88,94,"1011.9","1010.5",7,8,"24.1","25","Yes"
"2011-02-03","Cobar","24","36.5","7.8","1.4","12.6","S",30,"NW","NW",9,4,69,44,"1013.4","1011.7",2,6,"29.6","34.5","No"
"2011-02-04","Cobar","24.2","37.6","0","1.8","9.5","NNW",35,"N","NNW",15,15,57,34,"1012.9","1010.5",1,1,"29.5","36.4","No"
"2011-02-05","Cobar","26.5","37","0","3.6","8.5","WNW",61,"NNW","WNW",19,22,52,42,"1009.9","1008.3",6,5,"29","35.4","No"
"2011-02-06","Cobar","22","28.2","0","32","3.3","SSW",44,"SSE","S",13,19,63,62,"1016.3","1017.3",7,7,"24.3","21.3","No"
"2011-02-07","Cobar","16.2","25.3","0","8","11","SSE",35,"S","S",9,9,49,48,"1018","1016.4",7,7,"17.3","24.1","No"
"2011-02-08","Cobar","17.2","34","0","4.2","10.3","SSW",28,"SE","SSW",9,11,55,30,"1015.7","1012.9",1,1,"21.4","32","No"
"2011-02-09","Cobar","20.8","34.7","0","10.2","11.2","E",37,"E","E",20,9,51,39,"1018.3","1016.3",1,5,"24.3","32.5","No"
"2011-02-10","Cobar","22.5","35.6","0","11.4","10.6","N",46,"NE","N",20,7,48,40,"1018.7","1015.6",3,6,"25","31.6","No"
"2011-02-11","Cobar","22","37.2","0","9.4","12.7","NNW",37,"NNW","WNW",20,15,39,24,"1016.1","1012.5",1,2,"28.7","35.8","No"
"2011-02-13","Cobar","18.7","28.1","5.4","6.4","6.1","S",26,"S","S",11,9,68,44,"1016.5","1015.5",7,7,"19.8","24.7","No"
"2011-02-14","Cobar","19.4","33.1","0","5.8","11.2","ENE",50,"E","ENE",20,15,64,40,"1016.9","1015.3",2,7,"23.5","30.5","No"
"2011-02-15","Cobar","19.7","28.4","0","9.2","5.5","E",43,"E","E",24,22,61,46,"1017.3","1015.5",7,6,"21.5","28.3","Yes"
"2011-02-16","Cobar","19.3","30.5","4.8","6","0","ENE",48,"NE","NNW",15,9,87,62,"1013.9","1011.7",7,6,"21.7","28.4","Yes"
"2011-02-17","Cobar","19.5","33.6","1.6","4.6","8.3","SW",30,"SW","SW",2,7,86,45,"1012.5","1010.1",2,6,"22.8","30.8","No"
"2011-02-18","Cobar","21.7","35.5","0","6.8","3.2","NNE",44,"NE","NE",15,13,63,35,"1011","1007.8",2,7,"27.1","33.6","No"
"2011-02-19","Cobar","24.5","37.1","0","8","9.8","WSW",57,"N","N",17,13,59,40,"1008.5","1007.5",7,7,"26.8","33.7","Yes"
"2011-02-20","Cobar","23.1","31.8","2.2","6","6.1","S",39,"S","SSW",15,15,77,44,"1010.3","1009.6",5,7,"24.4","31","No"
"2011-02-21","Cobar","16.1","26.6","0.2","8.6","10.5","SW",39,"S","S",17,19,63,24,"1015.3","1014.5",1,1,"18.7","24.4","No"
"2011-02-22","Cobar","13","31.5","0","9.8","10.7","SE",35,"SSE","ESE",9,13,59,39,"1016.5","1014.7",1,5,"16.4","28.6","No"
"2011-02-23","Cobar","16.3","30.5","0","8","11.4","E",44,"E","ESE",19,15,52,23,"1019.8","1017",1,4,"19.7","29.1","No"
"2011-02-24","Cobar","17","33.2","0","8.4","11.4","ENE",31,"ENE","SSE",20,6,44,22,"1017.8","1013.7",1,0,"22.3","31","No"
"2011-02-25","Cobar","18.4","35.7","0","9.2","12.4","WSW",33,"NNE","SSW",15,13,26,14,"1012.8","1009.8",2,3,"25.6","34.1","No"
"2011-02-26","Cobar","19.7","36.3","0","11.2","9.8","SW",33,"ENE","SSE",9,6,30,18,"1010.2","1007.9",7,2,"26.4","34.6","No"
"2011-02-27","Cobar","23.8","38.9","0","9.2","10.6","WNW",31,"NE","N",19,7,25,17,"1007.8","1005.9",1,3,"29.9","37.2","No"
"2011-02-28","Cobar","24.6","40.4","0","11","12.4","WNW",48,"NNW","WNW",13,20,28,14,"1007.3","1004.9",1,2,"30.3","39.8","No"
"2011-03-01","Cobar","23.2","32.5","0.8","13.6","10.3","SW",41,"SSW","SSW",15,22,49,39,"1007.1","1009.1",2,7,"26.7","29.2","No"
"2011-03-02","Cobar","18.2","28.9","0","9.8","10.3","S",31,"SE","SSW",13,15,45,21,"1013.9","1011.3",6,7,"18.6","27.8","No"
"2011-03-03","Cobar","17.2","26.1","0","8.4","12.4","S",31,"SSE","SSE",9,9,32,23,"1013","1011.3",7,8,"18.4","25.1","No"
"2011-03-04","Cobar","15.9","30.9","0","7.2","10.6","ESE",31,"SE","SSW",11,13,44,13,"1012.7","1010.9",7,7,"19.1","28.7","No"
"2011-03-07","Cobar","18.3","30.7","0","11.6","11.4","ENE",43,"ENE","NE",22,17,46,24,"1023","1009.9",1,1,"21.3","29.3","No"
"2011-03-10","Cobar","18.6","28.5","3.6","4.2","0","N",31,"NE","NNW",13,13,79,58,"1018","1009.1",8,8,"20.5","25.5","No"
"2011-03-11","Cobar","19.5","29.2","0.4","2.6","1.5","N",24,"E","E",7,4,84,64,"1012.6","1011.3",7,7,"22.4","26.8","Yes"
"2011-03-12","Cobar","20.2","33.2","2.6","4.6","0","ENE",33,"NE","NNE",17,13,64,37,"1016.9","1015.2",1,7,"24.1","31.4","Yes"
"2011-03-13","Cobar","20.2","33.1","4.4","6.4","12.7","NNE",44,"NNE","NNE",15,15,65,36,"1019.5","1017.3",1,3,"24.3","31.2","No"
"2011-03-14","Cobar","20.7","35","0","8","12","SSE",39,"ESE","NE",11,4,57,28,"1019.1","1016.2",1,4,"25.6","32","No"
"2011-03-15","Cobar","21.5","36.2","0","8.4","9.5","SSW",43,"NE","NNW",19,7,67,26,"1017.6","1014",4,6,"23.8","34.2","No"
"2011-03-16","Cobar","21","33","0","8","3.9","SSW",26,"SE","S",6,13,75,38,"1016.6","1014.7",7,7,"22.9","31.4","No"
"2011-03-17","Cobar","21.6","28.4","0","10","10.7","SSE",30,"SSE","S",9,11,49,30,"1017","1015.9",8,7,"23.4","27","No"
"2011-03-18","Cobar","17.1","27.6","0","5.6","10.5","S",17,"S","S",6,11,51,23,"1013.9","1010.9",7,8,"18.3","26.2","No"
"2011-03-19","Cobar","16.7","24.5","0.4","4.2","0","ESE",22,"SW","ESE",4,11,81,58,"1011.3","1008.1",8,8,"16.7","24","Yes"
"2011-03-20","Cobar","16.1","31.5","1.8","1.4","11.2","E",31,"E","ENE",17,17,77,37,"1007.4","1004.4",3,3,"21.8","29.8","No"
"2011-03-21","Cobar","20.7","30.4","0","7.4","1.5","W",46,"N","WNW",13,11,90,59,"1002.6","1000.8",8,6,"21.1","28.3","Yes"
"2011-03-22","Cobar","15.5","25","4","3.4","0","WSW",33,"WNW","W",7,15,90,67,"1003.6","1003.7",7,5,"19.4","24.5","Yes"
"2011-03-23","Cobar","14.2","25.1","3","1.8","8.3","WSW",37,"SW","WSW",11,19,88,39,"1008.6","1006.8",2,4,"16.6","24.1","No"
"2011-03-24","Cobar","12.1","24.1","0","6.2","5.7","SW",44,"WSW","WSW",15,22,75,43,"1010.7","1009.8",5,6,"16.5","21.9","No"
"2011-03-25","Cobar","14.5","22.7","0","6.2","12","SW",39,"SSW","SW",17,20,66,38,"1015.5","1014.7",7,3,"15.3","22.5","No"
"2011-03-26","Cobar","9.3","25.8","0","6.6","10.5","SSE",28,"S","SSE",7,9,70,34,"1019.1","1016.8",0,1,"13.1","23.3","No"
"2011-03-27","Cobar","13","28.5","0","5.2","10.4","ESE",33,"E","E",20,13,59,27,"1021.2","1018.7",1,4,"18.1","26.1","No"
"2011-03-28","Cobar","14.9","30.4","0","6.2","10","SSE",33,"ENE","ESE",17,9,59,31,"1022.6","1019.8",1,5,"18.5","27.9","No"
"2011-03-29","Cobar","17.7","30.5","0","6.2","11.3","NNE",37,"NE","NNE",20,6,53,27,"1021.7","1018.4",3,4,"20.9","28","No"
"2011-03-30","Cobar","18","31.6","0","6.6","12.7","WSW",44,"NNE","SW",15,20,50,42,"1019.7","1016.7",2,7,"21.4","26.4","No"
"2011-03-31","Cobar","15.1","28.2","0.8","5.6","10.6","SW",30,"S","SSW",13,15,64,28,"1022","1019.7",1,1,"17.2","26.8","No"
"2011-05-01","Cobar","11.4","25.5","0","4.2","6.4","NE",26,"NE","WNW",17,2,57,29,"1017.6","1014.5",7,7,"18.5","25.2","No"
"2011-05-02","Cobar","15.2","23.6","0","4.2","10.6","SW",30,"ENE","S",6,15,53,45,"1015.4","1013.2",7,7,"18.3","21.1","No"
"2011-05-03","Cobar","8.6","22.5","0","3","10.5","SW",30,"S","S",6,6,65,43,"1016.3","1014.6",1,7,"15.8","21","Yes"
"2011-05-04","Cobar","6.8","20.7","4.8","3.2","10.3","SW",33,"SSW","SSW",6,17,72,34,"1020","1018.4",0,1,"12","19.5","No"
"2011-05-05","Cobar","5.9","19.9","0","4","10.5","SSW",31,"S","SSE",9,11,71,34,"1023.6","1020.9",0,1,"12.1","19.6","No"
"2011-05-06","Cobar","5.3","21.1","0","3.8","12.1","NNE",19,"E","E",9,4,63,28,"1023.3","1020",7,7,"11.8","20.7","No"
"2011-05-07","Cobar","6.9","21.8","0","1.8","9.5","NE",19,"NE","SW",9,7,43,24,"1019.1","1015.6",6,7,"15.9","20.7","No"
"2011-05-08","Cobar","6.9","20.8","0","2.8","9.2","W",30,"SSW","WSW",9,9,60,23,"1015.9","1012.8",6,7,"11.3","20.2","No"
"2011-05-09","Cobar","4.6","18.6","0","3.4","11.8","SSW",39,"SSW","SW",9,20,60,33,"1016.6","1014.1",1,2,"11.2","17.6","No"
"2011-05-10","Cobar","2.3","18","0","3.6","10.3","WSW",31,"SSW","SSW",7,11,65,27,"1018.6","1016.4",0,1,"8.5","17.4","No"
"2011-05-11","Cobar","2.5","17.2","0","3.4","5.7","SW",44,"W","WSW",13,24,58,30,"1016.8","1014.8",7,4,"9.1","15.3","No"
"2011-05-12","Cobar","9","15.5","0","4","5.7","WSW",37,"SW","WSW",15,13,83,54,"1018.1","1016.4",8,7,"10.4","15","No"
"2011-05-13","Cobar","10","16.9","1","2.4","10.7","SW",31,"WSW","SW",15,15,88,51,"1018.7","1016.3",7,7,"12.1","16","No"
"2011-05-14","Cobar","7.1","15.5","0","2.4","10.3","SW",35,"SSW","S",15,13,67,32,"1024","1023.1",1,4,"9.6","14.8","No"
"2011-05-15","Cobar","1.1","16.1","0","3.2","10.5","SE",26,"S","S",6,11,62,33,"1031.5","1029.4",0,0,"8.7","15.6","No"
"2011-05-16","Cobar","2.3","18.2","0","2.8","10.7","ESE",20,"SE","SSE",4,7,63,28,"1032.3","1028.9",1,0,"9.6","17.7","No"
"2011-05-17","Cobar","3","18.6","0","2.8","8","ESE",22,"ESE","SSE",13,7,64,29,"1030.5","1027.2",1,1,"10.1","17.4","No"
"2011-05-18","Cobar","4","20.5","0","2.2","8.2","ENE",19,"E","S",9,2,57,20,"1030.5","1027.3",7,7,"10.8","20.2","No"
"2011-05-19","Cobar","7.5","23.5","0","2.8","10.6","NE",28,"NE","NW",15,4,23,20,"1029.4","1026.2",1,0,"16.7","23","No"
"2011-05-20","Cobar","9.7","24.6","0","3.8","10.3","NE",24,"ENE","E",9,7,41,27,"1026.9","1022.7",4,5,"12.9","23.7","No"
"2011-05-21","Cobar","12.2","25.2","0","3.4","11.3","NNW",28,"NNE","N",15,7,64,33,"1023.9","1019.8",1,7,"17.3","23.5","No"
"2011-05-22","Cobar","15.3","22.6","0","3.8","6.3","N",44,"NNE","NNE",20,17,53,65,"1017.2","1011",5,7,"18.5","20.5","Yes"
"2011-05-23","Cobar","10","17.8","22.6","3.2","0","WNW",44,"WNW","W",13,13,88,57,"1010.2","1008.2",7,5,"12.2","16.2","Yes"
"2011-05-24","Cobar","8.7","12.3","8.2","2","0","SW",37,"WSW","NNE",17,11,95,94,"1010.7","1010.2",8,6,"9.4","10.6","Yes"
"2011-05-25","Cobar","6.1","10.8","6.6","2.2","8.2","SW",30,"SW","SW",17,17,93,79,"1016.8","1016.2",7,7,"6.6","9.5","No"
"2011-05-26","Cobar","2.8","14.1","0","2","9.3","SSW",26,"SSW","SW",7,9,89,53,"1020.9","1019.4",2,2,"6.8","13.4","No"
"2011-05-27","Cobar","2.7","15","0","1.4","3.6","SSW",24,"WSW","SSW",4,11,91,52,"1023.5","1020.9",7,5,"6.8","14.3","No"
"2011-05-28","Cobar","3.3","15","0","1.4","3.3","S",22,"SE","S",6,9,82,51,"1024.5","1022.1",7,6,"7.5","14.6","No"
"2011-05-29","Cobar","4.4","12.6","0","1.6","8.2","SW",20,"SSW","SW",6,9,93,73,"1023.7","1021.5",8,7,"6.4","12.3","No"
"2011-05-30","Cobar","5.9","17","0","1.2","8.1","SE",30,"S","S",11,13,85,60,"1022.8","1019.7",6,7,"10","15.6","No"
"2011-05-31","Cobar","7.7","19.6","0","1.4","10.5","SSE",41,"S","S",13,17,68,49,"1020.7","1017.6",1,1,"11.9","19.1","No"
"2011-06-01","Cobar","7.9","20.9","0","2.2","12.8","ESE",33,"SSE","SE",6,11,76,40,"1024","1021.9",1,3,"13.3","20.6","No"
"2011-06-02","Cobar","8.4","21","0","2.6","10","E",31,"ESE","SE",15,7,68,43,"1024.4","1020.9",0,1,"13.3","20.4","No"
"2011-06-03","Cobar","8.7","21.2","0","2.4","8.7","W",24,"NNE","W",9,9,75,40,"1021","1017.6",5,2,"13.8","20.6","No"
"2011-06-04","Cobar","8.9","19.3","0","2.6","5.7","WSW",26,"NW","SSW",9,11,57,55,"1018.6","1017.2",7,7,"15.1","16.7","No"
"2011-06-05","Cobar","8.1","16.6","0","2.2","8.1","WNW",17,"ESE","SSW",9,9,99,69,"1019.4","1016.9",8,7,"8.7","14.1","No"
"2011-06-06","Cobar","2.8","16.5","0.6","0.8","8.2","SW",26,"WSW","SW",7,13,89,53,"1020.9","1019.1",1,5,"9.9","15.1","No"
"2011-06-07","Cobar","5.2","16.5","0","2","8","W",24,"NNE","W",11,13,62,42,"1021.1","1018.6",6,7,"9.8","15.9","No"
"2011-06-08","Cobar","2.7","11.4","0","2.8","12","SW",33,"SSW","SW",11,15,88,36,"1023.4","1021.5",2,2,"5.2","11.1","No"
"2011-06-09","Cobar","-2","12","0","1.2","12","SW",30,"W","SW",6,15,80,44,"1023","1020",1,1,"3.7","11.6","No"
"2011-06-10","Cobar","2.1","14.2","0","3","10.3","SW",30,"SW","S",9,13,82,41,"1022.5","1021.1",1,1,"6.6","14.1","No"
"2011-06-11","Cobar","1.9","17.3","0","2","10.6","ESE",33,"SE","SE",9,15,68,32,"1024.5","1022.6",1,2,"8.6","16.7","No"
"2011-06-12","Cobar","5.8","16.2","0","2.2","8.8","SE",31,"S","SE",6,13,65,66,"1024.5","1022.1",6,7,"10.6","13.6","No"
"2011-06-13","Cobar","8.9","15","0","1.6","8","SE",28,"SSE","SSE",9,13,75,52,"1022.6","1020.1",8,8,"10.1","14.4","No"
"2011-06-14","Cobar","6.1","14.6","0","2","0.1","S",33,"SSE","S",11,15,79,60,"1021.4","1020.2",7,8,"9.6","13.9","No"
"2011-06-15","Cobar","6.6","18.2","0","2.2","10.5","SE",35,"SSE","SSE",13,15,64,40,"1022.8","1020.4",4,1,"9.8","17.8","No"
"2011-06-16","Cobar","5.5","19.8","0","1.6","5.7","E",22,"SE","WSW",7,9,71,46,"1021.8","1017.7",6,5,"11.4","18.7","No"
"2011-06-17","Cobar","4.1","16.6","0","2.2","10.4","SW",46,"W","WSW",17,22,49,37,"1016.8","1015.2",1,2,"10.2","15.6","No"
"2011-06-18","Cobar","5.1","16.3","0","3.8","12","SW",30,"WSW","SW",9,13,76,46,"1020.5","1018.1",4,2,"8.5","16.1","No"
"2011-06-19","Cobar","6.2","15.7","0","3","8.5","WSW",22,"NNW","W",2,15,71,45,"1020.1","1018",7,8,"10.7","15","No"
"2011-06-20","Cobar","6.8","18.8","0","1.4","10.3","NW",37,"NNW","WNW",7,17,62,36,"1019.2","1015.2",7,1,"11.2","18.1","No"
"2011-06-21","Cobar","6.8","13.9","0","2.2","5.5","WSW",57,"NW","W",20,11,49,82,"1008.6","1011.2",5,7,"13.3","9.8","Yes"
"2011-06-22","Cobar","0.8","14","1.6","0.6","8.3","WSW",30,"WSW","WSW",11,17,80,44,"1019.3","1018.1",1,4,"6.3","13.5","No"
"2011-06-23","Cobar","3.2","16.4","0","1.6","10.3","SW",30,"W","SSW",4,11,75,49,"1024.6","1023.3",4,5,"8.5","15.7","No"
"2011-06-24","Cobar","3.3","16.9","0","2.4","10.5","ESE",24,"SE","SSE",2,9,79,42,"1029","1027.4",0,1,"9.8","16.6","No"
"2011-06-25","Cobar","4.5","17.9","0","3.2","11.5","E",28,"E","E",11,6,78,35,"1030","1026.7",0,2,"9.9","17.7","No"
"2011-06-26","Cobar","4.1","21","0","0.4","10.6","NNW",33,"NE","WNW",11,15,54,30,"1028.2","1025.1",0,0,"11.4","20.6","No"
"2011-06-27","Cobar","6.5","20.4","0","3","10.7","SE",20,"SE","S",2,6,64,32,"1028.7","1026.5",3,4,"10.1","18.7","No"
"2011-06-28","Cobar","5.8","18.5","0","2.2","10","ENE",31,"E","E",15,15,57,42,"1031.1","1028.4",4,7,"10.6","16.7","No"
"2011-06-29","Cobar","9.8","20.6","0","1.8","9.3","ENE",39,"ENE","E",20,15,58,43,"1032.6","1030.9",3,3,"13.8","18.4","No"
"2011-06-30","Cobar","8.2","19.3","0","4","9.3","ENE",33,"ENE","ENE",15,19,70,36,"1034.8","1030.6",1,5,"11.3","18","No"
"2011-07-01","Cobar","4.6","18.7","0","4.2","10","ENE",28,"E","NNE",15,6,73,35,"1030.3","1025.9",1,1,"9.6","17.9","No"
"2011-07-02","Cobar","5.1","19.4","0","2.4","9.5","NE",33,"NE","N",15,13,71,33,"1025.3","1020",2,1,"10.4","18.9","No"
"2011-07-03","Cobar","8.2","18.8","0","3","7.7","NNW",39,"NNE","N",19,19,56,37,"1019.3","1016.3",6,7,"12.9","17.4","No"
"2011-07-04","Cobar","11.3","18.1","1","2","11.1","WNW",41,"W","WNW",13,22,86,26,"1017.7","1015.5",6,1,"13.1","17.5","No"
"2011-07-05","Cobar","4.4","15.7","0","4.6","12.7","WSW",44,"W","WSW",17,20,69,37,"1019.7","1017.2",5,3,"8.9","14.9","No"
"2011-07-06","Cobar","3.4","13.6","0","4","8.4","WNW",44,"NW","W",7,19,70,42,"1018.8","1015.4",7,8,"7.3","13.4","No"
"2011-07-07","Cobar","7","15","0","2","9.8","WSW",37,"W","SW",19,19,54,47,"1018.6","1020.9",4,6,"10.8","13.5","No"
"2011-07-08","Cobar","-0.4","12.9","0","2.8","11.3","WSW",26,"WSW","WSW",6,13,79,38,"1028.6","1026.1",0,1,"4.8","12.3","No"
"2011-07-09","Cobar","-0.3","12.1","0","1.4","8.3","WSW",31,"WNW","WSW",6,19,71,47,"1027","1023.8",7,7,"5.1","11.7","No"
"2011-07-10","Cobar","5.1","14.9","0","2","8.5","WSW",39,"WNW","SW",9,24,52,41,"1023.4","1019.8",8,7,"10.1","13.5","No"
"2011-07-11","Cobar","5.2","12.9","0","3.4","9.6","SSW",37,"SSW","SW",13,13,70,41,"1025.8","1025.2",7,1,"9.5","12.4","No"
"2011-07-12","Cobar","-1.1","14.6","0","2.2","10.6","S",17,"NNE","SW",4,9,76,36,"1028.4","1024.5",1,1,"4.8","14.2","No"
"2011-07-13","Cobar","4.9","9.6","0.2","1.8","0","ESE",15,"ESE","W",2,6,87,86,"1024.3","1023.1",8,8,"6.9","8.8","Yes"
"2011-07-14","Cobar","5.7","13.7","1.6","0.2","10.5","S",20,"S","S",7,13,97,44,"1029","1027.5",8,1,"6.6","13.1","No"
"2011-07-15","Cobar","1.9","14.1","0","2","8.5","ESE",31,"ESE","E",15,17,70,42,"1031.4","1028.2",6,6,"4.6","13.6","Yes"
"2011-07-16","Cobar","4.6","11.1","7.2","2.2","0","ENE",35,"ENE","ENE",17,19,97,95,"1026.4","1022.9",8,8,"8.7","10.6","Yes"
"2011-07-17","Cobar","8.7","15","2.6","1.4","0","NE",24,"NE","WNW",9,13,99,77,"1022.9","1020.3",7,8,"10.9","13.5","No"
"2011-07-18","Cobar","6.5","14.4","0.4","2","10.6","SW",31,"WSW","SW",9,19,89,41,"1022.2","1020.7",1,2,"10.4","13.4","No"
"2011-07-19","Cobar","4.7","11.5","0","2.2","10.3","SW",31,"SW","SSW",17,15,91,61,"1022.1","1020.7",7,8,"7.6","11.2","No"
"2011-07-20","Cobar","5.1","15.1","0","1.4","9.6","WSW",26,"SW","SW",13,13,97,60,"1021.5","1019.4",8,1,"6.8","14.4","No"
"2011-07-21","Cobar","3.4","17.6","0","1.8","12.4","SSW",33,"SSW","SSW",7,17,91,35,"1021.2","1018.8",0,1,"6.6","17.2","No"
"2011-07-22","Cobar","2.1","17.3","0","3.2","9.3","SSE",31,"SSW","S",9,13,81,41,"1021.9","1019",1,3,"6.8","16","No"
"2011-07-23","Cobar","1.7","16.9","0","2.8","10.5","SSW",28,"S","S",6,11,77,28,"1022.8","1020.7",0,1,"7.1","16.5","No"
"2011-07-24","Cobar","4.5","18.4","0","1.8","10.7","WNW",30,"NNE","W",9,13,52,33,"1021.2","1019.4",5,1,"9.9","17.5","No"
"2011-07-25","Cobar","6.1","17.8","0","1.8","8","W",37,"WSW","W",7,19,65,45,"1020.7","1018.4",1,5,"11.5","15.9","No"
"2011-07-26","Cobar","4.5","16.6","0","3.6","10.3","SW",22,"WSW","SSW",6,9,85,40,"1024.9","1023.3",1,7,"9.4","15.4","No"
"2011-07-27","Cobar","3.2","16.1","0","1.8","10.7","ESE",19,"ESE","SE",9,6,64,31,"1029.1","1027.1",1,1,"9.7","15.1","No"
"2011-07-28","Cobar","3.1","18.7","0","2.6","10.6","NE",22,"E","ENE",9,11,57,23,"1029.3","1025.5",0,0,"9.7","18.3","No"
"2011-07-29","Cobar","2.9","20.1","0","3.2","12","NE",31,"NE","NE",13,15,35,17,"1026.6","1022.7",0,1,"11.6","19.4","No"
"2011-07-30","Cobar","6.9","21.5","0","4.6","10.6","NNE",33,"NNE","NW",19,15,41,22,"1023.1","1019.9",2,2,"12.5","21.1","No"
"2011-07-31","Cobar","9.1","23","0.6","4.2","10.6","NNE",31,"NNE","NNW",17,13,64,28,"1021","1018.2",7,4,"12.2","22.5","No"
"2011-08-01","Cobar","7.8","23.8","0.8","3","11.3","WNW",24,"NNE","WSW",6,11,50,19,"1022","1018.9",0,0,"14.4","22.4","No"
"2011-08-02","Cobar","9.5","26.3","0","3.8","7.9","NNW",33,"NE","WNW",11,19,31,17,"1023","1020.2",7,7,"14.4","24.9","No"
"2011-08-03","Cobar","13.7","26.5","0","5","7.8","NNW",37,"NNE","NNW",15,15,36,19,"1023.2","1021.5",2,1,"16.2","25.3","No"
"2011-08-04","Cobar","12.3","25.2","0","7.6","12.7","NNE",39,"N","N",15,19,35,18,"1025.6","1022.2",0,0,"16.9","25","No"
"2011-08-05","Cobar","10.1","24.2","0","7.2","10.6","NNE",41,"NNE","N",20,22,43,28,"1023.3","1019.7",1,7,"15.2","21.9","No"
"2011-08-06","Cobar","12.6","23","0","5.6","11.1","NNW",54,"NNE","NW",11,28,49,33,"1019.5","1015.7",7,4,"16","21.9","No"
"2011-08-07","Cobar","7.4","19.2","0","4.2","9.8","W",43,"NNW","NW",11,24,41,21,"1017.6","1013.7",1,4,"14.6","18.2","No"
"2011-08-12","Cobar","4.2","20.1","2.8","8","10.5","S",30,"S","S",7,6,83,36,"1019.5","1017.5",0,1,"10.4","19.6","No"
"2011-08-13","Cobar","7","20.5","0","3","9.3","NNE",31,"NE","ESE",15,6,59,33,"1023.4","1020.2",7,7,"12.8","19.9","No"
"2011-08-14","Cobar","7.5","21.3","0","3.6","8.8","E",24,"ESE","SSE",6,6,47,29,"1025","1022.1",1,6,"14.5","19.9","No"
"2011-08-15","Cobar","7.4","21.5","0","3","11.2","E",20,"E","ESE",9,7,46,26,"1024.4","1020.3",2,7,"14.3","20.3","No"
"2011-08-16","Cobar","12.1","23.6","0","4.2","9.5","ENE",31,"NE","NE",15,9,36,20,"1019.2","1014.2",6,7,"15.9","22.1","No"
"2011-08-17","Cobar","15.8","17.2","0","6.6","0","NE",39,"NNE","NNW",15,9,43,91,"1009.3","1007",8,8,"16.9","12.9","Yes"
"2011-08-18","Cobar","6.2","14.5","9","1.6","9.9","SW",37,"W","W",11,24,83,42,"1017.6","1016.1",1,7,"8.9","13.8","Yes"
"2011-08-19","Cobar","8.8","16.6","4.2","1.6","8.3","WSW",33,"SW","SSE",11,13,95,49,"1019.4","1020",7,2,"10.5","15.8","No"
"2011-08-20","Cobar","5.3","19.6","0","2.2","10.7","ESE",39,"SE","SE",17,15,58,44,"1027.8","1026",1,2,"12.9","18.2","No"
"2011-08-21","Cobar","7","19.3","0","4.2","9.7","E",41,"ESE","ESE",15,22,58,29,"1032.5","1030.5",0,1,"12.8","19","No"
"2011-08-22","Cobar","8.6","19.6","0","4","10","E",37,"E","SE",20,17,56,28,"1035.9","1032.3",0,1,"13.1","19.1","No"
"2011-08-23","Cobar","5.9","20.7","0","3.4","11.2","E",26,"E","ESE",13,9,64,33,"1033.9","1029.7",0,0,"13.2","20.2","No"
"2011-08-24","Cobar","7.2","23.8","0","4","11.2","ESE",20,"E","SE",13,6,58,25,"1030","1025",0,0,"14.4","22.2","No"
